"Teams","Game","Points","Conference","MaxPoints","MinPoints","MaxFinal","PointsLessGames","MaxPointsLessGames","MinPointsLessGames","MaxFinalLessGames"
"Miami FC",18,16,"East",16,16,64,-2,-2,-2,46
"Monterey Bay",18,26,"West",26,26,74,8,8,8,56
"New Mexico United",18,25,"West",25,25,73,7,7,7,55
"Oakland Roots",18,24,"West",24,24,72,6,6,6,54
"Orange County SC",18,22,"West",22,22,70,4,4,4,52
"Phoenix Rising",18,25,"West",25,25,73,7,7,7,55
"Pittsburgh Riverhounds",18,32,"East",32,32,80,14,14,14,62
"Rio Grande Valley",18,23,"West",23,23,71,5,5,5,53
"Sacramento Republic",18,34,"West",34,34,82,16,16,16,64
"San Antonio",18,31,"West",31,31,79,13,13,13,61
"San Diego Loyal",18,27,"West",27,27,75,9,9,9,57
"Tampa Bay Rowdies",18,34,"East",34,34,82,16,16,16,64
"Birmingham Legion",19,29,"East",29,29,74,10,10,10,55
"Charleston Battery",19,32,"East",32,32,77,13,13,13,58
"Colorado Springs",19,28,"West",28,28,73,9,9,9,54
"Detroit City",19,17,"East",17,17,62,-2,-2,-2,43
"El Paso Locomotive",19,32,"West",32,32,77,13,13,13,58
"FC Tulsa",19,22,"East",22,22,67,3,3,3,48
"Hartford Athletic",19,10,"East",10,10,55,-9,-9,-9,36
"Indy Eleven",19,22,"East",22,22,67,3,3,3,48
"Las Vegas Lights",19,11,"West",11,11,56,-8,-8,-8,37
"Loudoun United",19,19,"East",19,19,64,0,0,0,45
"Louisville City",19,29,"East",29,29,74,10,10,10,55
"Memphis 901",19,30,"East",30,30,75,11,11,11,56
"Miami FC",19,16,"East",16,16,61,-3,-3,-3,42
"Monterey Bay",19,27,"West",27,27,72,8,8,8,53
"New Mexico United",19,28,"West",28,28,73,9,9,9,54
"Oakland Roots",19,27,"West",27,27,72,8,8,8,53
"Orange County SC",19,22,"West",22,22,67,3,3,3,48
"Phoenix Rising",19,26,"West",26,26,71,7,7,7,52
"Pittsburgh Riverhounds",19,35,"East",35,35,80,16,16,16,61
"Rio Grande Valley",19,24,"West",24,24,69,5,5,5,50
"Sacramento Republic",19,35,"West",35,35,80,16,16,16,61
"San Antonio",19,34,"West",34,34,79,15,15,15,60
"San Diego Loyal",19,30,"West",30,30,75,11,11,11,56
"Tampa Bay Rowdies",19,34,"East",34,34,79,15,15,15,60
"Birmingham Legion",20,29,"East",29,29,71,9,9,9,51
"Charleston Battery",20,33,"East",33,33,75,13,13,13,55
"Colorado Springs",20,28,"West",28,28,70,8,8,8,50
"Detroit City",20,17,"East",17,17,59,-3,-3,-3,39
"El Paso Locomotive",20,32,"West",32,32,74,12,12,12,54
"FC Tulsa",20,25,"East",25,25,67,5,5,5,47
"Hartford Athletic",20,13,"East",13,13,55,-7,-7,-7,35
"Indy Eleven",20,25,"East",25,25,67,5,5,5,47
"Las Vegas Lights",20,11,"West",11,11,53,-9,-9,-9,33
"Loudoun United",20,19,"East",19,19,61,-1,-1,-1,41
"Louisville City",20,29,"East",29,29,71,9,9,9,51
"Memphis 901",20,30,"East",30,30,72,10,10,10,52
"Miami FC",20,17,"East",17,17,59,-3,-3,-3,39
"Monterey Bay",20,27,"West",27,27,69,7,7,7,49
"New Mexico United",20,28,"West",28,28,70,8,8,8,50
"Oakland Roots",20,30,"West",30,30,72,10,10,10,52
"Orange County SC",20,25,"West",25,25,67,5,5,5,47
"Phoenix Rising",20,26,"West",26,26,68,6,6,6,48
"Pittsburgh Riverhounds",20,38,"East",38,38,80,18,18,18,60
"Rio Grande Valley",20,24,"West",24,24,66,4,4,4,46
"Sacramento Republic",20,35,"West",35,35,77,15,15,15,57
"San Antonio",20,34,"West",34,34,76,14,14,14,56
"San Diego Loyal",20,33,"West",33,33,75,13,13,13,55
"Tampa Bay Rowdies",20,35,"East",35,35,77,15,15,15,57
"Birmingham Legion",21,29,"East",29,29,68,8,8,8,47
"Charleston Battery",21,36,"East",36,36,75,15,15,15,54
"Colorado Springs",21,29,"West",29,29,68,8,8,8,47
"Detroit City",21,20,"East",20,20,59,-1,-1,-1,38
"El Paso Locomotive",21,32,"West",32,32,71,11,11,11,50
"FC Tulsa",21,28,"East",28,28,67,7,7,7,46
"Hartford Athletic",21,13,"East",13,13,52,-8,-8,-8,31
"Indy Eleven",21,25,"East",25,25,64,4,4,4,43
"Las Vegas Lights",21,11,"West",11,11,50,-10,-10,-10,29
"Loudoun United",21,20,"East",20,20,59,-1,-1,-1,38
"Louisville City",21,32,"East",32,32,71,11,11,11,50
"Memphis 901",21,31,"East",31,31,70,10,10,10,49
"Miami FC",21,20,"East",20,20,59,-1,-1,-1,38
"Monterey Bay",21,27,"West",27,27,66,6,6,6,45
"New Mexico United",21,28,"West",28,28,67,7,7,7,46
"Oakland Roots",21,33,"West",33,33,72,12,12,12,51
"Orange County SC",21,28,"West",28,28,67,7,7,7,46
"Phoenix Rising",21,29,"West",29,29,68,8,8,8,47
"Pittsburgh Riverhounds",21,38,"East",38,38,77,17,17,17,56
"Rio Grande Valley",21,27,"West",27,27,66,6,6,6,45
"Sacramento Republic",21,38,"West",38,38,77,17,17,17,56
"San Antonio",21,37,"West",37,37,76,16,16,16,55
"San Diego Loyal",21,33,"West",33,33,72,12,12,12,51
"Tampa Bay Rowdies",21,38,"East",38,38,77,17,17,17,56
"Birmingham Legion",22,29,"East",29,29,65,7,7,7,43
"Charleston Battery",22,39,"East",39,39,75,17,17,17,53
"Colorado Springs",22,29,"West",29,29,65,7,7,7,43
"Detroit City",22,23,"East",23,23,59,1,1,1,37
"El Paso Locomotive",22,32,"West",32,32,68,10,10,10,46
"FC Tulsa",22,28,"East",28,28,64,6,6,6,42
"Hartford Athletic",22,16,"East",16,16,52,-6,-6,-6,30
"Indy Eleven",22,25,"East",25,25,61,3,3,3,39
"Las Vegas Lights",22,14,"West",14,14,50,-8,-8,-8,28
"Loudoun United",22,20,"East",20,20,56,-2,-2,-2,34
"Louisville City",22,35,"East",35,35,71,13,13,13,49
"Memphis 901",22,34,"East",34,34,70,12,12,12,48
"Miami FC",22,23,"East",23,23,59,1,1,1,37
"Monterey Bay",22,27,"West",27,27,63,5,5,5,41
"New Mexico United",22,28,"West",28,28,64,6,6,6,42
"Oakland Roots",22,34,"West",34,34,70,12,12,12,48
"Orange County SC",22,31,"West",31,31,67,9,9,9,45
"Phoenix Rising",22,29,"West",29,29,65,7,7,7,43
"Pittsburgh Riverhounds",22,38,"East",38,38,74,16,16,16,52
"Rio Grande Valley",22,27,"West",27,27,63,5,5,5,41
"Sacramento Republic",22,41,"West",41,41,77,19,19,19,55
"San Antonio",22,40,"West",40,40,76,18,18,18,54
"San Diego Loyal",22,36,"West",36,36,72,14,14,14,50
"Tampa Bay Rowdies",22,38,"East",38,38,74,16,16,16,52
"Birmingham Legion",23,30,"East",30,30,63,7,7,7,40
"Charleston Battery",23,39,"East",39,39,72,16,16,16,49
"Colorado Springs",23,32,"West",32,32,65,9,9,9,42
"Detroit City",23,24,"East",24,24,57,1,1,1,34
"El Paso Locomotive",23,32,"West",32,32,65,9,9,9,42
"FC Tulsa",23,28,"East",28,28,61,5,5,5,38
"Hartford Athletic",23,16,"East",16,16,49,-7,-7,-7,26
"Indy Eleven",23,28,"East",28,28,61,5,5,5,38
"Las Vegas Lights",23,14,"West",14,14,47,-9,-9,-9,24
"Loudoun United",23,20,"East",20,20,53,-3,-3,-3,30
"Louisville City",23,36,"East",36,36,69,13,13,13,46
"Memphis 901",23,37,"East",37,37,70,14,14,14,47
"Miami FC",23,26,"East",26,26,59,3,3,3,36
"Monterey Bay",23,27,"West",27,27,60,4,4,4,37
"New Mexico United",23,29,"West",29,29,62,6,6,6,39
"Oakland Roots",23,37,"West",37,37,70,14,14,14,47
"Orange County SC",23,34,"West",34,34,67,11,11,11,44
"Phoenix Rising",23,32,"West",32,32,65,9,9,9,42
"Pittsburgh Riverhounds",23,41,"East",41,41,74,18,18,18,51
"Rio Grande Valley",23,28,"West",28,28,61,5,5,5,38
"Sacramento Republic",23,44,"West",44,44,77,21,21,21,54
"San Antonio",23,43,"West",43,43,76,20,20,20,53
"San Diego Loyal",23,36,"West",36,36,69,13,13,13,46
"Tampa Bay Rowdies",23,41,"East",41,41,74,18,18,18,51
"Birmingham Legion",24,33,"East",33,33,63,9,9,9,39
"Charleston Battery",24,40,"East",40,40,70,16,16,16,46
"Colorado Springs",24,33,"West",33,33,63,9,9,9,39
"Detroit City",24,24,"East",24,24,54,0,0,0,30
"El Paso Locomotive",24,32,"West",32,32,62,8,8,8,38
"FC Tulsa",24,29,"East",29,29,59,5,5,5,35
"Hartford Athletic",24,16,"East",16,16,46,-8,-8,-8,22
"Indy Eleven",24,31,"East",31,31,61,7,7,7,37
"Las Vegas Lights",24,14,"West",14,14,44,-10,-10,-10,20
"Loudoun United",24,21,"East",21,21,51,-3,-3,-3,27
"Louisville City",24,37,"East",37,37,67,13,13,13,43
"Memphis 901",24,38,"East",38,38,68,14,14,14,44
"Miami FC",24,26,"East",26,26,56,2,2,2,32
"Monterey Bay",24,27,"West",27,27,57,3,3,3,33
"New Mexico United",24,29,"West",29,29,59,5,5,5,35
"Oakland Roots",24,37,"West",37,37,67,13,13,13,43
"Orange County SC",24,37,"West",37,37,67,13,13,13,43
"Phoenix Rising",24,32,"West",32,32,62,8,8,8,38
"Pittsburgh Riverhounds",24,44,"East",44,44,74,20,20,20,50
"Rio Grande Valley",24,28,"West",28,28,58,4,4,4,34
"Sacramento Republic",24,45,"West",45,45,75,21,21,21,51
"San Antonio",24,46,"West",46,46,76,22,22,22,52
"San Diego Loyal",24,37,"West",37,37,67,13,13,13,43
"Tampa Bay Rowdies",24,44,"East",44,44,74,20,20,20,50
"Birmingham Legion",25,36,"East",36,36,63,11,11,11,38
"Charleston Battery",25,43,"East",43,43,70,18,18,18,45
"Colorado Springs",25,36,"West",36,36,63,11,11,11,38
"Detroit City",25,27,"East",27,27,54,2,2,2,29
"El Paso Locomotive",25,35,"West",35,35,62,10,10,10,37
"FC Tulsa",25,29,"East",29,29,56,4,4,4,31
"Hartford Athletic",25,16,"East",16,16,43,-9,-9,-9,18
"Indy Eleven",25,34,"East",34,34,61,9,9,9,36
"Las Vegas Lights",25,14,"West",14,14,41,-11,-11,-11,16
"Loudoun United",25,21,"East",21,21,48,-4,-4,-4,23
"Louisville City",25,37,"East",37,37,64,12,12,12,39
"Memphis 901",25,38,"East",38,38,65,13,13,13,40
"Miami FC",25,29,"East",29,29,56,4,4,4,31
"Monterey Bay",25,28,"West",28,28,55,3,3,3,30
"New Mexico United",25,32,"West",32,32,59,7,7,7,34
"Oakland Roots",25,40,"West",40,40,67,15,15,15,42
"Orange County SC",25,40,"West",40,40,67,15,15,15,42
"Phoenix Rising",25,35,"West",35,35,62,10,10,10,37
"Pittsburgh Riverhounds",25,47,"East",47,47,74,22,22,22,49
"Rio Grande Valley",25,31,"West",31,31,58,6,6,6,33
"Sacramento Republic",25,48,"West",48,48,75,23,23,23,50
"San Antonio",25,47,"West",47,47,74,22,22,22,49
"San Diego Loyal",25,40,"West",40,40,67,15,15,15,42
"Tampa Bay Rowdies",25,47,"East",47,47,74,22,22,22,49
"Birmingham Legion",26,36,"East",36,36,60,10,10,10,34
"Charleston Battery",26,43,"East",43,43,67,17,17,17,41
"Colorado Springs",26,36,"West",36,36,60,10,10,10,34
"Detroit City",26,30,"East",30,30,54,4,4,4,28
"El Paso Locomotive",26,35,"West",35,35,59,9,9,9,33
"FC Tulsa",26,29,"East",29,29,53,3,3,3,27
"Hartford Athletic",26,16,"East",16,16,40,-10,-10,-10,14
"Indy Eleven",26,35,"East",35,35,59,9,9,9,33
"Las Vegas Lights",26,15,"West",15,15,39,-11,-11,-11,13
"Loudoun United",26,24,"East",24,24,48,-2,-2,-2,22
"Louisville City",26,40,"East",40,40,64,14,14,14,38
"Memphis 901",26,39,"East",39,39,63,13,13,13,37
"Miami FC",26,29,"East",29,29,53,3,3,3,27
"Monterey Bay",26,31,"West",31,31,55,5,5,5,29
"New Mexico United",26,33,"West",33,33,57,7,7,7,31
"Oakland Roots",26,40,"West",40,40,64,14,14,14,38
"Orange County SC",26,43,"West",43,43,67,17,17,17,41
"Phoenix Rising",26,38,"West",38,38,62,12,12,12,36
"Pittsburgh Riverhounds",26,47,"East",47,47,71,21,21,21,45
"Rio Grande Valley",26,31,"West",31,31,55,5,5,5,29
"Sacramento Republic",26,48,"West",48,48,72,22,22,22,46
"San Antonio",26,48,"West",48,48,72,22,22,22,46
"San Diego Loyal",26,43,"West",43,43,67,17,17,17,41
"Tampa Bay Rowdies",26,50,"East",50,50,74,24,24,24,48
"Birmingham Legion",27,36,"East",36,36,57,9,9,9,30
"Charleston Battery",27,46,"East",46,46,67,19,19,19,40
"Colorado Springs",27,36,"West",36,36,57,9,9,9,30
"Detroit City",27,31,"East",31,31,52,4,4,4,25
"El Paso Locomotive",27,36,"West",36,36,57,9,9,9,30
"FC Tulsa",27,29,"East",29,29,50,2,2,2,23
"Hartford Athletic",27,16,"East",16,16,37,-11,-11,-11,10
"Indy Eleven",27,38,"East",38,38,59,11,11,11,32
"Las Vegas Lights",27,15,"West",15,15,36,-12,-12,-12,9
"Loudoun United",27,24,"East",24,24,45,-3,-3,-3,18
"Louisville City",27,43,"East",43,43,64,16,16,16,37
"Memphis 901",27,42,"East",42,42,63,15,15,15,36
"Miami FC",27,29,"East",29,29,50,2,2,2,23
"Monterey Bay",27,34,"West",34,34,55,7,7,7,28
"New Mexico United",27,33,"West",33,33,54,6,6,6,27
"Oakland Roots",27,40,"West",40,40,61,13,13,13,34
"Orange County SC",27,46,"West",46,46,67,19,19,19,40
"Phoenix Rising",27,41,"West",41,41,62,14,14,14,35
"Pittsburgh Riverhounds",27,50,"East",50,50,71,23,23,23,44
"Rio Grande Valley",27,32,"West",32,32,53,5,5,5,26
"Sacramento Republic",27,48,"West",48,48,69,21,21,21,42
"San Antonio",27,49,"West",49,49,70,22,22,22,43
"San Diego Loyal",27,43,"West",43,43,64,16,16,16,37
"Tampa Bay Rowdies",27,50,"East",50,50,71,23,23,23,44
"Birmingham Legion",28,39,"East",39,39,57,11,11,11,29
"Charleston Battery",28,49,"East",49,49,67,21,21,21,39
"Colorado Springs",28,37,"West",37,37,55,9,9,9,27
"Detroit City",28,34,"East",34,34,52,6,6,6,24
"El Paso Locomotive",28,39,"West",39,39,57,11,11,11,29
"FC Tulsa",28,32,"East",32,32,50,4,4,4,22
"Hartford Athletic",28,NA,"East",19,16,37,NA,-9,-12,9
"Indy Eleven",28,41,"East",41,41,59,13,13,13,31
"Las Vegas Lights",28,18,"West",18,18,36,-10,-10,-10,8
"Loudoun United",28,24,"East",24,24,42,-4,-4,-4,14
"Louisville City",28,43,"East",43,43,61,15,15,15,33
"Memphis 901",28,42,"East",42,42,60,14,14,14,32
"Miami FC",28,29,"East",29,29,47,1,1,1,19
"Monterey Bay",28,37,"West",37,37,55,9,9,9,27
"New Mexico United",28,33,"West",33,33,51,5,5,5,23
"Oakland Roots",28,40,"West",40,40,58,12,12,12,30
"Orange County SC",28,47,"West",47,47,65,19,19,19,37
"Phoenix Rising",28,42,"West",42,42,60,14,14,14,32
"Pittsburgh Riverhounds",28,51,"East",51,51,69,23,23,23,41
"Rio Grande Valley",28,32,"West",32,32,50,4,4,4,22
"Sacramento Republic",28,51,"West",51,51,69,23,23,23,41
"San Antonio",28,49,"West",49,49,67,21,21,21,39
"San Diego Loyal",28,NA,"West",46,43,64,NA,18,15,36
"Tampa Bay Rowdies",28,53,"East",53,53,71,25,25,25,43
"Birmingham Legion",29,NA,"East",42,39,57,NA,13,10,28
"Charleston Battery",29,52,"East",52,52,67,23,23,23,38
"Colorado Springs",29,NA,"West",40,37,55,NA,11,8,26
"Detroit City",29,NA,"East",37,34,52,NA,8,5,23
"El Paso Locomotive",29,NA,"West",42,39,57,NA,13,10,28
"FC Tulsa",29,33,"East",33,33,48,4,4,4,19
"Hartford Athletic",29,NA,"East",22,16,37,NA,-7,-13,8
"Indy Eleven",29,NA,"East",44,41,59,NA,15,12,30
"Las Vegas Lights",29,18,"West",18,18,33,-11,-11,-11,4
"Loudoun United",29,24,"East",24,24,39,-5,-5,-5,10
"Louisville City",29,NA,"East",46,43,61,NA,17,14,32
"Memphis 901",29,NA,"East",45,42,60,NA,16,13,31
"Miami FC",29,NA,"East",32,29,47,NA,3,0,18
"Monterey Bay",29,NA,"West",40,37,55,NA,11,8,26
"New Mexico United",29,NA,"West",36,33,51,NA,7,4,22
"Oakland Roots",29,NA,"West",43,40,58,NA,14,11,29
"Orange County SC",29,NA,"West",50,47,65,NA,21,18,36
"Phoenix Rising",29,NA,"West",45,42,60,NA,16,13,31
"Pittsburgh Riverhounds",29,54,"East",54,54,69,25,25,25,40
"Rio Grande Valley",29,NA,"West",35,32,50,NA,6,3,21
"Sacramento Republic",29,NA,"West",54,51,69,NA,25,22,40
"San Antonio",29,50,"West",50,50,65,21,21,21,36
"San Diego Loyal",29,NA,"West",49,43,64,NA,20,14,35
"Tampa Bay Rowdies",29,NA,"East",56,53,71,NA,27,24,42
"Birmingham Legion",30,NA,"East",45,39,57,NA,15,9,27
"Charleston Battery",30,NA,"East",55,52,67,NA,25,22,37
"Colorado Springs",30,NA,"West",43,37,55,NA,13,7,25
"Detroit City",30,NA,"East",40,34,52,NA,10,4,22
"El Paso Locomotive",30,NA,"West",45,39,57,NA,15,9,27
"FC Tulsa",30,NA,"East",36,33,48,NA,6,3,18
"Hartford Athletic",30,NA,"East",25,16,37,NA,-5,-14,7
"Indy Eleven",30,NA,"East",47,41,59,NA,17,11,29
"Las Vegas Lights",30,NA,"West",21,18,33,NA,-9,-12,3
"Loudoun United",30,NA,"East",27,24,39,NA,-3,-6,9
"Louisville City",30,NA,"East",49,43,61,NA,19,13,31
"Memphis 901",30,NA,"East",48,42,60,NA,18,12,30
"Miami FC",30,NA,"East",35,29,47,NA,5,-1,17
"Monterey Bay",30,NA,"West",43,37,55,NA,13,7,25
"New Mexico United",30,NA,"West",39,33,51,NA,9,3,21
"Oakland Roots",30,NA,"West",46,40,58,NA,16,10,28
"Orange County SC",30,NA,"West",53,47,65,NA,23,17,35
"Phoenix Rising",30,NA,"West",48,42,60,NA,18,12,30
"Pittsburgh Riverhounds",30,NA,"East",57,54,69,NA,27,24,39
"Rio Grande Valley",30,NA,"West",38,32,50,NA,8,2,20
"Sacramento Republic",30,NA,"West",57,51,69,NA,27,21,39
"San Antonio",30,NA,"West",53,50,65,NA,23,20,35
"San Diego Loyal",30,NA,"West",52,43,64,NA,22,13,34
"Tampa Bay Rowdies",30,NA,"East",59,53,71,NA,29,23,41
"Birmingham Legion",31,NA,"East",48,39,57,NA,17,8,26
"Charleston Battery",31,NA,"East",58,52,67,NA,27,21,36
"Colorado Springs",31,NA,"West",46,37,55,NA,15,6,24
"Detroit City",31,NA,"East",43,34,52,NA,12,3,21
"El Paso Locomotive",31,NA,"West",48,39,57,NA,17,8,26
"FC Tulsa",31,NA,"East",39,33,48,NA,8,2,17
"Hartford Athletic",31,NA,"East",28,16,37,NA,-3,-15,6
"Indy Eleven",31,NA,"East",50,41,59,NA,19,10,28
"Las Vegas Lights",31,NA,"West",24,18,33,NA,-7,-13,2
"Loudoun United",31,NA,"East",30,24,39,NA,-1,-7,8
"Louisville City",31,NA,"East",52,43,61,NA,21,12,30
"Memphis 901",31,NA,"East",51,42,60,NA,20,11,29
"Miami FC",31,NA,"East",38,29,47,NA,7,-2,16
"Monterey Bay",31,NA,"West",46,37,55,NA,15,6,24
"New Mexico United",31,NA,"West",42,33,51,NA,11,2,20
"Oakland Roots",31,NA,"West",49,40,58,NA,18,9,27
"Orange County SC",31,NA,"West",56,47,65,NA,25,16,34
"Phoenix Rising",31,NA,"West",51,42,60,NA,20,11,29
"Pittsburgh Riverhounds",31,NA,"East",60,54,69,NA,29,23,38
"Rio Grande Valley",31,NA,"West",41,32,50,NA,10,1,19
"Sacramento Republic",31,NA,"West",60,51,69,NA,29,20,38
"San Antonio",31,NA,"West",56,50,65,NA,25,19,34
"San Diego Loyal",31,NA,"West",55,43,64,NA,24,12,33
"Tampa Bay Rowdies",31,NA,"East",62,53,71,NA,31,22,40
"Birmingham Legion",32,NA,"East",51,39,57,NA,19,7,25
"Charleston Battery",32,NA,"East",61,52,67,NA,29,20,35
"Colorado Springs",32,NA,"West",49,37,55,NA,17,5,23
"Detroit City",32,NA,"East",46,34,52,NA,14,2,20
"El Paso Locomotive",32,NA,"West",51,39,57,NA,19,7,25
"FC Tulsa",32,NA,"East",42,33,48,NA,10,1,16
"Hartford Athletic",32,NA,"East",31,16,37,NA,-1,-16,5
"Indy Eleven",32,NA,"East",53,41,59,NA,21,9,27
"Las Vegas Lights",32,NA,"West",27,18,33,NA,-5,-14,1
"Loudoun United",32,NA,"East",33,24,39,NA,1,-8,7
"Louisville City",32,NA,"East",55,43,61,NA,23,11,29
"Memphis 901",32,NA,"East",54,42,60,NA,22,10,28
"Miami FC",32,NA,"East",41,29,47,NA,9,-3,15
"Monterey Bay",32,NA,"West",49,37,55,NA,17,5,23
"New Mexico United",32,NA,"West",45,33,51,NA,13,1,19
"Oakland Roots",32,NA,"West",52,40,58,NA,20,8,26
"Orange County SC",32,NA,"West",59,47,65,NA,27,15,33
"Phoenix Rising",32,NA,"West",54,42,60,NA,22,10,28
"Pittsburgh Riverhounds",32,NA,"East",63,54,69,NA,31,22,37
"Rio Grande Valley",32,NA,"West",44,32,50,NA,12,0,18
"Sacramento Republic",32,NA,"West",63,51,69,NA,31,19,37
"San Antonio",32,NA,"West",59,50,65,NA,27,18,33
"San Diego Loyal",32,NA,"West",58,43,64,NA,26,11,32
"Tampa Bay Rowdies",32,NA,"East",65,53,71,NA,33,21,39
"Birmingham Legion",33,NA,"East",54,39,57,NA,21,6,24
"Charleston Battery",33,NA,"East",64,52,67,NA,31,19,34
"Colorado Springs",33,NA,"West",52,37,55,NA,19,4,22
"Detroit City",33,NA,"East",49,34,52,NA,16,1,19
"El Paso Locomotive",33,NA,"West",54,39,57,NA,21,6,24
"FC Tulsa",33,NA,"East",45,33,48,NA,12,0,15
"Hartford Athletic",33,NA,"East",34,16,37,NA,1,-17,4
"Indy Eleven",33,NA,"East",56,41,59,NA,23,8,26
"Las Vegas Lights",33,NA,"West",30,18,33,NA,-3,-15,0
"Loudoun United",33,NA,"East",36,24,39,NA,3,-9,6
"Louisville City",33,NA,"East",58,43,61,NA,25,10,28
"Memphis 901",33,NA,"East",57,42,60,NA,24,9,27
"Miami FC",33,NA,"East",44,29,47,NA,11,-4,14
"Monterey Bay",33,NA,"West",52,37,55,NA,19,4,22
"New Mexico United",33,NA,"West",48,33,51,NA,15,0,18
"Oakland Roots",33,NA,"West",55,40,58,NA,22,7,25
"Orange County SC",33,NA,"West",62,47,65,NA,29,14,32
"Phoenix Rising",33,NA,"West",57,42,60,NA,24,9,27
"Pittsburgh Riverhounds",33,NA,"East",66,54,69,NA,33,21,36
"Rio Grande Valley",33,NA,"West",47,32,50,NA,14,-1,17
"Sacramento Republic",33,NA,"West",66,51,69,NA,33,18,36
"San Antonio",33,NA,"West",62,50,65,NA,29,17,32
"San Diego Loyal",33,NA,"West",61,43,64,NA,28,10,31
"Tampa Bay Rowdies",33,NA,"East",68,53,71,NA,35,20,38
"Birmingham Legion",34,NA,"East",57,39,57,NA,23,5,23
"Charleston Battery",34,NA,"East",67,52,67,NA,33,18,33
"Colorado Springs",34,NA,"West",55,37,55,NA,21,3,21
"Detroit City",34,NA,"East",52,34,52,NA,18,0,18
"El Paso Locomotive",34,NA,"West",57,39,57,NA,23,5,23
"FC Tulsa",34,NA,"East",48,33,48,NA,14,-1,14
"Hartford Athletic",34,NA,"East",37,16,37,NA,3,-18,3
"Indy Eleven",34,NA,"East",59,41,59,NA,25,7,25
"Las Vegas Lights",34,NA,"West",33,18,33,NA,-1,-16,-1
"Loudoun United",34,NA,"East",39,24,39,NA,5,-10,5
"Louisville City",34,NA,"East",61,43,61,NA,27,9,27
"Memphis 901",34,NA,"East",60,42,60,NA,26,8,26
"Miami FC",34,NA,"East",47,29,47,NA,13,-5,13
"Monterey Bay",34,NA,"West",55,37,55,NA,21,3,21
"New Mexico United",34,NA,"West",51,33,51,NA,17,-1,17
"Oakland Roots",34,NA,"West",58,40,58,NA,24,6,24
"Orange County SC",34,NA,"West",65,47,65,NA,31,13,31
"Phoenix Rising",34,NA,"West",60,42,60,NA,26,8,26
"Pittsburgh Riverhounds",34,NA,"East",69,54,69,NA,35,20,35
"Rio Grande Valley",34,NA,"West",50,32,50,NA,16,-2,16
"Sacramento Republic",34,NA,"West",69,51,69,NA,35,17,35
"San Antonio",34,NA,"West",65,50,65,NA,31,16,31
"San Diego Loyal",34,NA,"West",64,43,64,NA,30,9,30
"Tampa Bay Rowdies",34,NA,"East",71,53,71,NA,37,19,37
"Thresholds",0,NA,"West",NA,-103,103,NA,NA,-103,103
"Thresholds",0,NA,"East",NA,-103,103,NA,NA,-103,103
"Thresholds",1,NA,"West",NA,-99,101,NA,NA,-100,100
"Thresholds",1,NA,"East",NA,-99,101,NA,NA,-100,100
"Thresholds",2,NA,"West",NA,-95,98,NA,NA,-97,96
"Thresholds",2,NA,"East",NA,-95,98,NA,NA,-97,96
"Thresholds",3,NA,"West",NA,-91,97,NA,NA,-94,94
"Thresholds",3,NA,"East",NA,-91,96,NA,NA,-94,93
"Thresholds",4,NA,"West",NA,-87,95,NA,NA,-91,91
"Thresholds",4,NA,"East",NA,-88,94,NA,NA,-92,90
"Thresholds",5,NA,"West",NA,-82,92,NA,NA,-87,87
"Thresholds",5,NA,"East",NA,-83,93,NA,NA,-88,88
"Thresholds",6,NA,"West",NA,-78,92,NA,NA,-84,86
"Thresholds",6,NA,"East",NA,-80,90,NA,NA,-86,84
"Thresholds",7,NA,"West",NA,-74,90,NA,NA,-81,83
"Thresholds",7,NA,"East",NA,-76,88,NA,NA,-83,81
"Thresholds",8,NA,"West",NA,-68,89,NA,NA,-76,81
"Thresholds",8,NA,"East",NA,-71,87,NA,NA,-79,79
"Thresholds",9,NA,"West",NA,-63,89,NA,NA,-72,80
"Thresholds",9,NA,"East",NA,-66,85,NA,NA,-75,76
"Thresholds",10,NA,"West",NA,-59,86,NA,NA,-69,76
"Thresholds",10,NA,"East",NA,-62,83,NA,NA,-72,73
"Thresholds",11,NA,"West",NA,-56,83,NA,NA,-67,72
"Thresholds",11,NA,"East",NA,-59,80,NA,NA,-70,69
"Thresholds",12,NA,"West",NA,-53,81,NA,NA,-65,69
"Thresholds",12,NA,"East",NA,-55,79,NA,NA,-67,67
"Thresholds",13,NA,"West",NA,-48,79,NA,NA,-61,66
"Thresholds",13,NA,"East",NA,-51,76,NA,NA,-64,63
"Thresholds",14,NA,"West",NA,-43,76,NA,NA,-57,62
"Thresholds",14,NA,"East",NA,-46,74,NA,NA,-60,60
"Thresholds",15,NA,"West",NA,-37,76,NA,NA,-52,61
"Thresholds",15,NA,"East",NA,-42,74,NA,NA,-57,59
"Thresholds",16,NA,"West",NA,-33,76,NA,NA,-49,60
"Thresholds",16,NA,"East",NA,-39,71,NA,NA,-55,55
"Thresholds",17,NA,"West",NA,-30,74,NA,NA,-47,57
"Thresholds",17,NA,"East",NA,-36,68,NA,NA,-53,51
"Thresholds",18,NA,"West",NA,-24,73,NA,NA,-42,55
"Thresholds",18,NA,"East",NA,-30,65,NA,NA,-48,47
"Thresholds",19,NA,"West",NA,-19,72,NA,NA,-38,53
"Thresholds",19,NA,"East",NA,-24,65,NA,NA,-43,46
"Thresholds",20,NA,"West",NA,-16,69,NA,NA,-36,49
"Thresholds",20,NA,"East",NA,-18,62,NA,NA,-38,42
